area,bbox_area,convex_area,solidity,perimeter,euler_number,centroid-0,centroid-1,eccentricity,equivalent_diameter,feret_diameter_max,major_axis_length,minor_axis_length,orientation,mean_intensity,max_intensity,total_area,entropy,obj_intensity_sum,total_intensity_sum,distance_bin_0,distance_bin_1,distance_bin_2,distance_bin_3,distance_bin_4,distance_bin_5,distance_bin_6,distance_bin_7,distance_bin_8,distance_bin_9,patchID,patchsize,object_size
641,957,732,0.87568306,120.2609307,1,40.55694228,39.92043682,0.431821832,28.56827871,33.24154028,30.37207311,27.39436246,-1.381803999,82.77847114,136,646,5.001690347,53313,113201,5754,147,105,91,82,69,56,46,50,0,52,80,4.5
767,1088,847,0.905548996,117.9827561,1,40.42242503,39.85397653,0.276469233,31.25019569,34.53983208,32.09016068,30.83937509,-0.039447086,76.47588005,129,769,5.086511719,58751,117410,5773,113,100,90,77,122,47,38,27,13,53,80,4.5
916,1260,967,0.947259566,118.8111832,1,40.4989083,39.91593886,0.309503764,34.15095054,37.10795063,35.09462625,33.37141754,0.674453186,89.23908297,148,916,5.682186567,81743,176952,5627,126,114,104,94,158,60,51,38,28,54,80,4.5
1265,1848,1390,0.910071942,163.5746391,1,39.6743083,39.81818182,0.392664598,40.13287959,44.55333882,42.10552204,38.72368,-1.462657254,62.90355731,108,1265,5.523742152,79573,149410,5325,160,140,249,112,104,163,62,45,40,55,80,4.5
1092,1600,1202,0.908485857,140.1604256,1,40.35347985,40.38827839,0.311118597,37.2877672,41.78516483,38.46037748,36.55163107,1.484809463,73.29304029,128,1092,5.482604853,80036,156265,5477,145,129,226,96,87,139,47,32,22,56,80,4.5
739,1147,829,0.891435464,129.4325035,1,39.67388363,39.53044655,0.633345949,30.67448489,38.32753579,35.2280556,27.26189287,-1.28308193,60.49526387,99,739,5.058809372,44706,107170,5661,156,118,101,85,75,66,53,40,45,57,80,4.5
801,1122,906,0.88410596,131.2964646,1,40.20599251,39.60174782,0.357310704,31.93532332,35.84689666,33.33568003,31.1350444,-1.104981294,65.22846442,110,801,5.040532628,52248,103131,5764,117,101,90,82,70,58,48,37,33,58,80,4.5
688,1054,778,0.884318766,117.5330086,1,39.94767442,39.56686047,0.37651938,29.59710808,34.05877273,30.95056098,28.67287026,0.56975276,62.8255814,102,689,5.074951697,43263,102878,5711,138,110,92,82,74,65,50,41,37,59,80,4.5
712,992,772,0.922279793,109.7756493,1,40.04775281,39.78230337,0.30352329,30.10891157,33.28663395,31.01222678,29.54919459,0.630355583,93.16713483,153,712,5.143130617,66335,133054,5819,111,99,88,77,64,53,42,29,18,60,80,4.5
993,1444,1087,0.913523459,130.4680374,1,39.53977845,40.4572004,0.156445072,35.55737431,39.29376541,35.91944803,35.47715968,1.4831244,74.64753273,133,994,5.365587469,74171,139989,5565,130,121,212,91,78,118,43,27,15,61,80,4.5
825,1190,944,0.873940678,152.746212,0,39.59757576,39.46787879,0.304689532,32.41022407,36.40054945,33.54304567,31.94813173,1.159865725,64.47878788,113,825,5.193426664,53195,114662,5757,136,101,90,79,68,58,49,37,25,62,80,4.5
1206,1892,1401,0.860813704,173.6812409,0,39.97512438,39.72885572,0.373190109,39.18579961,45.3431362,41.16584624,38.19181529,1.085821338,66.23880597,120,1211,5.692953262,80111,165753,5404,165,135,226,97,88,144,55,43,43,63,80,4.5
773,1088,861,0.897793264,123.2609307,1,40.43984476,39.96119017,0.425271732,31.37218781,35.22782991,33.14894551,30.00197417,1.558380606,75.13324709,129,774,5.310499244,58125,139325,5777,117,100,91,80,71,59,44,32,29,64,80,4.5
848,1225,928,0.913793103,123.5685425,1,39.99764151,39.69457547,0.326049871,32.85889733,36.76955262,33.96909899,32.11277503,1.029364703,76.39386792,130,851,5.385199432,64918,131349,5697,122,109,96,86,144,58,40,28,20,65,80,4.5
1152,1892,1348,0.854599407,179.0243866,0,40.34461806,39.98784722,0.251190044,38.29845892,44.40720662,39.44151524,38.17693303,1.133814592,62.22395833,108,1153,5.744299933,71724,147205,5461,158,132,223,93,84,139,54,36,20,66,80,4.5
724,1155,872,0.830275229,132.2253967,0,39.97375691,40.10359116,0.525079595,30.36157819,36.05551275,33.47226817,28.48667837,-1.344357343,61.75552486,108,730,4.949087544,44941,103838,5837,115,96,83,74,63,51,39,26,16,67,80,4.5
965,1406,1052,0.91730038,134.9177849,1,39.63523316,40.25492228,0.245011656,35.05247724,38.32753579,35.8340482,34.74183117,0.747040237,68.6373057,120,965,5.311524505,66235,127878,5594,136,118,106,94,158,64,55,41,34,68,80,4.5
868,1260,945,0.918518519,131.4325035,0,40.12788018,40.24654378,0.198371022,33.24412617,36.67424164,33.76607338,33.09504023,0.245878712,77.70276498,134,868,5.326528135,67446,126332,5685,124,110,99,90,144,57,42,30,19,69,80,4.5
933,1332,1023,0.91202346,130.8467171,1,39.59271168,40.50696677,0.218869429,34.46639661,38.91015292,35.05200757,34.20214206,-0.970848335,60.59378349,106,936,5.141022857,56647,112757,5622,132,117,105,96,156,60,49,34,29,70,80,4.5
844,1190,913,0.924424973,128.01829,0,40.36611374,39.70616114,0.39627066,32.78130833,36.76955262,34.42611108,31.60777411,-1.210852081,75.9028436,130,844,5.720751878,64062,145483,5709,126,111,98,87,74,62,54,43,36,71,80,4.5
1502,2115,1655,0.90755287,189.7878426,0,39.56790945,40.39613848,0.283552947,43.73106214,48.46648326,44.88704312,43.04472545,-0.683653273,45.78561917,80,1505,5.337438777,68862,119633,5124,172,292,132,235,95,164,68,93,25,72,80,4.5
784,1120,856,0.91588785,121.6040764,1,40.00765306,40.23214286,0.355675715,31.59461668,35.90264614,32.89919195,30.74789502,0.152849097,65.52806122,116,790,4.927395065,51636,101471,5761,116,102,93,82,74,65,48,36,23,73,80,4.5
935,1406,1034,0.904255319,142.1248917,1,39.80320856,40.23208556,0.427077977,34.50331831,39.05124838,36.52266823,33.02433708,-0.640708075,68.42352941,117,947,5.252703238,64481,116641,5632,136,118,106,93,80,72,61,49,53,74,80,4.5
996,1480,1107,0.899728997,153.2964646,-1,40.2811245,39.55120482,0.510558767,35.61104585,41.76122604,38.68399139,33.26215383,-1.156897764,57.17369478,103,999,5.259391842,57056,119356,5595,146,123,106,96,154,59,48,38,35,75,80,4.5
1399,2162,1592,0.878768844,200.8233765,-2,40.22944961,40.04860615,0.527123583,42.20500116,50.53711507,46.40701359,39.43615283,-0.764553625,52.01286633,86,1422,5.705717706,73647,157486,5248,186,159,265,114,104,163,61,49,51,76,80,4.5
693,960,784,0.883928571,123.01829,-3,39.82539683,39.81673882,0.513697764,29.70446102,35.35533906,32.3606565,27.7645118,1.086794605,76.4992785,126,694,5.096643972,53063,114081,5706,152,110,94,82,73,63,51,38,31,77,80,4.5
1029,1520,1144,0.899475524,146.4386002,0,40.06802721,40.44412051,0.256574955,36.19618062,40.79215611,37.16580387,35.92165391,-0.564425653,67.7473275,123,1034,5.468215233,69924,134822,5548,142,126,211,88,79,118,42,28,18,78,80,4.5
1166,1968,1349,0.864343958,171.9594155,-1,39.59519726,39.80102916,0.549589713,38.53047248,48.50773134,42.6718062,35.64950785,1.278453335,57.70154374,104,1171,5.515202874,67471,146814,5449,156,136,118,107,186,78,66,50,54,79,80,4.5
872,1365,1005,0.867661692,147.9533188,1,41.08486239,35.22591743,0.519907235,33.32063749,40.26164428,36.46584398,31.14995268,1.140995963,63.99541284,111,1026,5.620120576,65401,163172,5613,166,136,112,98,83,69,51,35,37,80,80,4.5
895,1296,996,0.898594378,139.4680374,-1,40.33631285,39.70502793,0.326506804,33.75721245,37.69615365,34.96141281,33.04534738,-0.517624429,80.02681564,137,895,5.549816163,71624,146354,5672,128,104,96,84,143,58,48,36,31,81,80,4.5
895,1295,972,0.920781893,129.0538239,1,40.28156425,39.50055866,0.538899032,33.75721245,39,36.98745383,31.15713501,-0.641190888,90.54301676,154,895,5.540084464,81036,156668,5659,127,113,102,94,81,71,58,46,49,82,80,4.5
1574,2303,1787,0.88080582,215.7523087,0,39.79161372,40.02795426,0.573095636,44.76694141,53.90732789,49.87656788,40.87327351,-0.67119843,57.63659466,101,1587,5.788852865,91227,162491,5088,181,311,140,123,217,90,135,52,63,83,80,4.5
1049,1560,1198,0.875626043,157.9888527,1,40.0943756,40.50142993,0.333494962,36.54624854,42.05948169,37.97584558,35.80179988,-0.921762949,50.5386082,91,1050,5.221889197,53048,111945,5539,148,123,206,88,78,119,40,32,27,84,80,4.5
1417,2208,1648,0.859830097,206.9949494,-1,40.4156669,39.70007057,0.48212106,42.4756452,50.59644256,45.89880191,40.21215185,-1.064108088,55.87367678,101,1447,5.815645472,80356,161281,5236,182,300,128,113,187,78,112,37,27,85,80,4.5
1217,1764,1314,0.926179604,154.3675324,0,40.14708299,40.3820871,0.240341247,39.364102,43.17406629,40.13446698,38.95806392,-0.576207557,76.21446179,134,1217,5.598556884,92753,167879,5367,155,258,114,106,176,69,101,32,22,86,80,4.5
1268,1845,1426,0.889200561,179.0243866,0,37.58438486,40.47160883,0.50593228,40.1804398,46.23851209,43.63695358,37.64006677,-1.275636291,59.51656151,109,1324,5.773907696,78012,154388,5321,182,151,242,106,95,161,59,43,40,87,80,4.5
1646,2304,1812,0.908388521,202.4446968,0,40.55285541,40.25030377,0.291438738,45.77938718,50.11985634,47.14115145,45.09473026,0.902438182,60.62150668,102,1646,5.684931721,99783,176092,4996,357,155,268,115,195,156,62,81,15,88,80,4.5
650,928,729,0.891632373,112.4974747,1,40.14923077,40.05692308,0.439753717,28.76813696,32.984845,30.53277964,27.42205133,-1.548051894,67.19230769,110,654,4.902314073,43838,99365,5882,102,89,79,70,60,48,35,22,13,89,80,4.5
1549,2256,1665,0.93033033,189.7878426,-1,39.7850226,39.72885733,0.332673735,44.40999949,49.47726751,45.92593979,43.31008943,-0.68106864,55.12911556,103,1549,5.515805049,85395,148413,5075,180,307,138,237,104,171,69,92,27,90,80,4.5
1102,1722,1239,0.889426957,159.7817459,-1,39.61887477,40.36842105,0.451243218,37.45810965,42.57933771,40.00962914,35.70463335,-0.536095567,64.48911071,123,1105,5.618133493,71199,140073,5497,142,124,214,94,86,138,53,35,17,91,80,4.5
941,1482,1121,0.839429081,183.6101731,-1,40.23910733,39.89798087,0.540654292,34.61384711,40.71854614,38.49166754,32.38091797,-0.580610036,72.11795962,124,943,5.880599814,67962,169092,5681,143,112,102,94,143,54,37,20,14,92,80,4.5
797,1188,898,0.88752784,122.6751442,1,39.7553325,39.50188206,0.51719697,31.85548488,37.64306045,34.64468099,29.65121839,-0.860588807,67.7816813,114,800,5.09774299,54153,106603,5753,118,103,93,83,74,64,53,36,23,93,80,4.5
794,1147,886,0.896162528,129.1898628,1,40.34130982,39.84382872,0.670206334,31.7954745,41.23105626,37.31079716,27.69113433,-0.474523577,75.10453401,125,794,5.25106871,59633,124031,5762,121,102,89,80,70,59,50,41,26,94,80,4.5
849,1190,913,0.929901424,124.2609307,1,40.19552415,40.43580683,0.12269939,32.87826597,36.40054945,33.18392635,32.9331847,0.040577211,80.58657244,135,850,5.662236275,68467,152522,5700,127,111,97,86,139,54,41,30,15,95,80,4.5
915,1254,1024,0.893554688,138.7106781,1,39.90054645,40.37923497,0.459359267,34.1323041,39.44616585,36.65336023,32.55736788,-1.450308238,65.36939891,113,915,5.259359503,59813,122296,5650,136,115,97,86,147,60,48,34,27,96,80,4.5
1092,1521,1196,0.913043478,152.8172798,-1,39.88369963,40.02197802,0.506028779,37.2877672,42.80186912,40.39711093,34.84317853,0.834728075,76.67032967,137,1097,5.474777865,83963,162161,5496,143,125,216,95,83,138,49,33,22,97,80,4.5
642,900,719,0.892906815,117.2964646,1,39.42211838,40.28504673,0.281074124,28.59055417,32.01562119,29.46359813,28.27580445,0.682233962,70.80841121,110,730,5.30692144,49731,116429,5670,179,136,109,86,68,55,46,31,20,98,80,4.5
731,1088,840,0.870238095,129.9827561,1,40.31737346,40.2872777,0.428550651,30.50800071,36.05551275,32.4019551,29.27574184,-0.540218877,73.32421341,117,731,5.302334035,53600,126725,5669,152,115,100,89,78,65,54,40,38,99,80,4.5
