area,bbox_area,convex_area,solidity,perimeter,euler_number,centroid-0,centroid-1,eccentricity,equivalent_diameter,feret_diameter_max,major_axis_length,minor_axis_length,orientation,mean_intensity,max_intensity,total_area,entropy,obj_intensity_sum,total_intensity_sum,distance_bin_0,distance_bin_1,distance_bin_2,distance_bin_3,distance_bin_4,distance_bin_5,distance_bin_6,distance_bin_7,distance_bin_8,distance_bin_9,patchID,patchsize,object_size
505,728,536,0.942164179,86.91168825,1,39.39009901,39.57821782,0.163967549,25.35716802,28.44292531,25.6494509,25.30230439,-0.124722631,114.2237624,164,505,6.129303308,57683,210353,5895,106,89,80,70,60,46,34,20,0,0,80,4.5
619,924,691,0.895803184,108.6396103,0,30.54765751,33.26817447,0.430560566,28.07374713,33.95585369,29.76071565,26.86088173,-1.451454097,75.48949919,131,859,5.412098145,63404,133706,5541,192,148,129,111,94,75,55,33,22,1,80,4.5
618,896,667,0.926536732,100.01829,1,39.57443366,39.74110032,0.516403901,28.05106127,32.14031736,30.43372758,26.06177492,-1.140458333,87.24595469,146,618,5.02349206,53918,119718,5782,124,103,89,79,66,58,46,33,20,2,80,4.5
592,841,648,0.913580247,99.08326112,1,39.69425676,40.31925676,0.373534579,27.45465007,30.08321791,28.61524199,26.54396363,-1.422628854,72.57263514,118,592,4.841891903,42963,95810,5808,119,99,87,77,66,56,42,27,19,3,80,4.5
518,702,544,0.952205882,86.42640687,1,39.74131274,40.16216216,0.296387802,25.68147356,27.89265136,26.32699782,25.1440647,-1.095304548,130.7297297,199,518,4.97493052,67718,134688,5882,104,94,81,70,60,48,33,28,0,4,80,4.5
597,868,650,0.918461538,103.3259018,1,39.9681742,39.92294807,0.388883901,27.57034654,31.78049716,28.89604292,26.62154204,-1.3342363,78.63316583,126,625,5.024986789,48476,114320,5775,141,110,90,82,69,55,40,26,12,5,80,4.5
487,650,506,0.962450593,81.254834,1,39.87474333,39.73511294,0.189808275,24.90115777,26.68332813,25.15299018,24.69573836,-0.160059129,125.0492813,190,487,5.350833993,60899,144874,5913,98,88,79,69,56,45,31,21,0,6,80,4.5
549,783,583,0.941680961,89.08326112,1,42.47358834,42.40801457,0.349371167,26.43876907,29.83286778,27.36908403,25.6444051,-1.071304576,106.2750455,164,748,5.46950725,80738,171127,5791,121,111,99,86,69,53,39,22,9,7,80,4.5
645,841,699,0.922746781,105.5330086,1,39.7751938,39.61395349,0.154740335,28.65727667,31.76476035,29.00723696,28.65784988,0.345842806,70.73178295,109,645,4.807066324,45622,98213,5755,127,103,91,78,70,60,48,38,30,8,80,4.5
557,729,582,0.957044674,87.01219331,1,40.4021544,40.13644524,0.174759459,26.63070458,28.46049894,26.84994736,26.43675775,-1.528260517,145.443447,204,557,4.701575335,81012,151887,5843,104,94,85,76,64,52,39,43,0,9,80,4.5
545,728,592,0.920608108,94.46194078,1,39.99633028,40.40550459,0.379189306,26.34227689,29.41088234,27.51371351,25.45896513,0.262398607,106.8752294,148,548,4.765624674,58433,121634,5852,116,95,85,71,62,49,36,22,12,10,80,4.5
571,868,613,0.931484502,93.91168825,1,40.2084063,40.31698774,0.424806284,26.96330432,31.06444913,28.4520079,25.75715539,-1.228909726,88.71278459,134,571,5.113646741,50655,121977,5829,116,96,86,75,64,51,40,27,16,11,80,4.5
586,868,644,0.909937888,103.2903679,1,40.31228669,40.42320819,0.327398245,27.31516746,31.57530681,28.29180588,26.73254381,-0.123599601,113.6211604,173,586,6.040850088,66582,195437,5814,122,104,88,75,64,52,41,26,14,12,80,4.5
612,812,646,0.947368421,98.49747468,1,39.65686275,40.08169935,0.284107937,27.91455895,30.23243292,28.60031353,27.42176047,1.164888516,79.19444444,126,614,4.896132906,48565,108016,5786,121,106,91,77,68,56,43,30,22,13,80,4.5
529,728,560,0.944642857,85.84062043,1,39.60302457,39.54064272,0.313948963,25.95272084,28.28427125,26.67177737,25.32324858,-1.083249643,120.0982987,174,529,4.934241784,63532,144398,5871,103,93,84,72,59,48,37,33,0,14,80,4.5
495,676,517,0.957446809,82.42640687,1,40.05252525,40.25656566,0.165291721,25.10485162,26.68332813,25.28850834,24.94065782,-0.3685699,135.7878788,192,495,4.684441317,67215,143581,5905,98,88,79,70,57,45,34,24,0,15,80,4.5
537,756,575,0.933913043,92.42640687,1,40.48044693,40.20484171,0.146048345,26.14822433,28.63564213,26.38945155,26.10648944,0.044489248,133.8026071,187,537,5.634165628,71852,181692,5863,109,93,84,74,60,50,38,29,0,16,80,4.5
493,650,515,0.957281553,82.18376618,1,40.09533469,39.95334686,0.289165158,25.05408341,26.68332813,25.63384059,24.53874301,-1.291375255,129.6592292,189,493,4.886487769,63922,128451,5907,98,89,79,68,57,44,32,26,0,17,80,4.5
554,812,597,0.927973199,94.08326112,1,43.40974729,35.66967509,0.360383495,26.55889131,29.83286778,27.65373802,25.79552388,-1.483402426,86.02888087,150,705,5.996916678,60724,180427,5695,174,130,109,95,77,55,38,27,0,18,80,4.5
635,900,683,0.929721816,105.118795,1,39.7007874,39.83622047,0.352244772,28.43425946,31.38470965,29.5139699,27.62235796,-0.694183418,77.11181102,125,635,4.956828073,48966,106967,5765,124,104,91,81,71,61,46,34,23,19,80,4.5
493,702,520,0.948076923,90.91168825,0,39.50912779,39.86004057,0.259827487,25.05408341,27.29468813,25.62139254,24.74142711,-0.936391507,136.989858,193,493,4.813018153,67536,144186,5907,110,107,104,101,71,0,0,0,0,20,80,4.5
758,1024,815,0.93006135,112.7401154,1,40.30343008,40.41424802,0.312724544,31.06630932,34.0147027,32.03161827,30.42503595,1.365270889,94.95382586,153,758,5.080142515,71975,141166,5774,111,102,92,82,71,62,49,35,22,21,80,4.5
497,676,517,0.96131528,82.42640687,1,39.5472837,39.5331992,0.254597746,25.15551736,27.20294102,25.61109345,24.76713225,-0.065325892,137.2736419,197,497,4.711436851,68225,147498,5903,100,89,80,70,59,44,33,22,0,22,80,4.5
456,624,475,0.96,79.59797975,1,39.88377193,39.72807018,0.232327924,24.09558533,26.47640459,24.48389582,23.81395559,-1.330192267,143.9517544,204,456,4.928701215,65642,134101,5944,96,85,76,65,53,42,39,0,0,23,80,4.5
496,676,517,0.959381044,83.84062043,1,39.79032258,39.70967742,0.299563832,25.13019726,26.92582404,25.75428892,24.57155566,1.007815968,102.5383065,157,496,4.543805447,50859,100603,5904,100,89,78,68,57,47,33,24,0,24,80,4.5
476,625,497,0.957746479,86.254834,0,40.25840336,40.00420168,0.140498522,24.61832698,26.2488095,24.81009914,24.564005,-1.047251658,133.4852941,194,476,4.864793464,63539,132215,5924,105,102,102,99,68,0,0,0,0,25,80,4.5
499,650,520,0.959615385,82.01219331,1,40.33667335,39.84168337,0.225559612,25.20608127,27.20294102,25.55553584,24.89695353,0.172874881,138.8657315,197,499,4.769390913,69294,147244,5901,99,90,79,69,58,48,33,23,0,26,80,4.5
471,650,496,0.949596774,81.59797975,1,40.41401274,39.83651805,0.165508911,24.48868771,26.47640459,24.68172625,24.34132315,-0.546532734,137.2547771,195,471,5.052646359,64647,141414,5929,97,86,76,65,54,42,32,19,0,27,80,4.5
